"Gene","Genome","Taxonomy","Product","Cluster","Totals","Phylum"
"Ga0164296_10046044_GEODES057","Ga0164296_10046044","NO CLASSIFICATION MH","cobalt-zinc-cadmium resistance protein CzcA",3,1159761.05068458,"Unclassified"
"Ga0164296_10046047_GEODES057","Ga0164296_10046047","NO CLASSIFICATION MH","large subunit ribosomal protein L21",3,1674732.31104192,"Unclassified"
"Ga0164296_10046048_GEODES057","Ga0164296_10046048","NO CLASSIFICATION MH","large subunit ribosomal protein L27",2,1695347.23018397,"Unclassified"
"Ga0164296_10046102_GEODES057","Ga0164296_10046102","NO CLASSIFICATION MH","ATP-binding cassette, subfamily B",1,36229.5161869452,"Unclassified"
"Ga0164296_10046152_GEODES057","Ga0164296_10046152","NO CLASSIFICATION MH","glycine cleavage system H protein",3,751124.326629537,"Unclassified"
"Ga0164296_10046197_GEODES057","Ga0164296_10046197","NO CLASSIFICATION MH","carbon-monoxide dehydrogenase large subunit",4,1132063.91110896,"Unclassified"
"Ga0164296_10046203_GEODES057","Ga0164296_10046203","NO CLASSIFICATION MH","hypothetical protein",12,116179.226651255,"Unclassified"
"Ga0164296_10046227_GEODES057","Ga0164296_10046227","None","hypothetical protein",4,154117.481901505,"Unclassified"
"Ga0164296_10046228_GEODES057","Ga0164296_10046228","NO CLASSIFICATION MH","Development and cell death domain-containing protein/Zinc finger, C3HC4 type (RING finger)",1,1534077.73024082,"Unclassified"
"Ga0164296_10046259_GEODES057","Ga0164296_10046259","NO CLASSIFICATION MH","D-sedoheptulose 7-phosphate isomerase",10,85254.2782206067,"Unclassified"
"Ga0164296_10046279_GEODES057","Ga0164296_10046279","NO CLASSIFICATION MH","dUTP pyrophosphatase",6,16397.0225267307,"Unclassified"
"Ga0164296_10046297_GEODES057","Ga0164296_10046297","NO CLASSIFICATION MH","single-strand DNA-binding protein",7,27097.4070590366,"Unclassified"
"Ga0164296_100463611_GEODES057","Ga0164296_10046361","NO CLASSIFICATION MH","beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase",10,103272.157878961,"Unclassified"
"Ga0164296_100463820_GEODES057","Ga0164296_10046382","None","hypothetical protein",7,13825.4091536089,"Unclassified"
"Ga0164296_10046396_GEODES057","Ga0164296_10046396","NO CLASSIFICATION MH","phosphomethylpyrimidine synthase",3,232082.766757216,"Unclassified"
"Ga0164296_100464011_GEODES057","Ga0164296_10046401","Proteobacteria;Betaproteobacteria;","Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family",7,62464.6500562855,"Proteobacteria"
"Ga0164296_10046439_GEODES057","Ga0164296_10046439","NO CLASSIFICATION MH","Small-conductance mechanosensitive channel",6,165278.689884486,"Unclassified"
"Ga0164296_100464511_GEODES057","Ga0164296_10046451","None","hypothetical protein",9,120581.011894151,"Unclassified"
"Ga0164296_10046454_GEODES057","Ga0164296_10046454","NO CLASSIFICATION MH","LacI family transcriptional regulator",3,47743.1885001485,"Unclassified"
"Ga0164296_100464611_GEODES057","Ga0164296_10046461","Proteobacteria;","Sensors of blue-light using FAD",1,251720.402658015,"Proteobacteria"
"Ga0164296_100465211_GEODES057","Ga0164296_10046521","NO CLASSIFICATION MH","hypothetical protein",19,22191.4370983258,"Unclassified"
"Ga0164296_100466114_GEODES057","Ga0164296_10046611","Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;","Type II secretory pathway, pseudopilin PulG",10,206236.991547007,"Armatimonadetes"
"Ga0164296_10046666_GEODES057","Ga0164296_10046666","None","hypothetical protein",2,62746.3812357074,"Unclassified"
"Ga0164296_100466714_GEODES057","Ga0164296_10046671","NO CLASSIFICATION MH","hypothetical protein",2,116453.702663237,"Unclassified"
"Ga0164296_10046782_GEODES057","Ga0164296_10046782","NO CLASSIFICATION MH","lipid-A-disaccharide synthase",4,42680.2992189052,"Unclassified"
"Ga0164296_100468214_GEODES057","Ga0164296_10046821","","trigger factor",1,229056.679568011,NA
"Ga0164296_10046863_GEODES057","Ga0164296_10046863","NO CLASSIFICATION MH","outer membrane protein",2,277689.325595092,"Unclassified"
"Ga0164296_10046937_GEODES057","Ga0164296_10046937","NO CLASSIFICATION MH","tRNA(Arg) A34 adenosine deaminase TadA",3,72681.6446308839,"Unclassified"
"Ga0164296_10046945_GEODES057","Ga0164296_10046945","NO CLASSIFICATION MH","hypothetical protein",1,24144.2615407804,"Unclassified"
"Ga0164296_100469913_GEODES057","Ga0164296_10046991","Bacteroidetes;","preprotein translocase subunit SecE",2,190016.771589086,"Bacteroidetes"
"Ga0164296_100470210_GEODES057","Ga0164296_10047021","Chlorophyta;Mamiellophyceae;Mamiellales;","F-box-like",1,62233.7930952372,"Chlorophyta"
"Ga0164296_100470312_GEODES057","Ga0164296_10047031","NO CLASSIFICATION MH","Uncharacterized membrane protein YfcA",1,353853.401366294,"Unclassified"
"Ga0164296_10047032_GEODES057","Ga0164296_10047032","NO CLASSIFICATION MH","L-lactate dehydrogenase complex protein LldF",9,140576.576908121,"Unclassified"
"Ga0164296_10047063_GEODES057","Ga0164296_10047063","NO CLASSIFICATION MH","Capsular polysaccharide biosynthesis protein",2,117891.025315696,"Unclassified"
"Ga0164296_100470910_GEODES057","Ga0164296_10047091","Proteobacteria;Alphaproteobacteria;Rhizobiales;","protein of unknown function DUF29",5,37536.1957750567,"Proteobacteria"
"Ga0164296_10047123_GEODES057","Ga0164296_10047123","NO CLASSIFICATION MH","hypothetical protein",23,39734.5066232797,"Unclassified"
"Ga0164296_10047155_GEODES057","Ga0164296_10047155","NO CLASSIFICATION MH","branched-chain amino acid transport system ATP-binding protein",13,16425.9273315903,"Unclassified"
"Ga0164296_10047262_GEODES057","Ga0164296_10047262","NO CLASSIFICATION MH","serine O-acetyltransferase",1,23206.081689943,"Unclassified"
"Ga0164296_10047349_GEODES057","Ga0164296_10047349","NO CLASSIFICATION MH","TolB protein",2,373617.360168352,"Unclassified"
"Ga0164296_100474710_GEODES057","Ga0164296_10047471","","type IV pilus assembly protein PilV",1,46736.7872644129,NA
"Ga0164296_10047507_GEODES057","Ga0164296_10047507","None","hypothetical protein",1,64048.7326749522,"Unclassified"
"Ga0164296_10047512_GEODES057","Ga0164296_10047512","NO CLASSIFICATION MH","LacI family transcriptional regulator",1,820259.650903817,"Unclassified"
"Ga0164296_10047523_GEODES057","Ga0164296_10047523","NO CLASSIFICATION MH","Uncharacterized membrane protein HdeD, DUF308 family",2,63707.2088312799,"Unclassified"
"Ga0164296_10047558_GEODES057","Ga0164296_10047558","NO CLASSIFICATION MH","rare lipoprotein A",4,531008.370240491,"Unclassified"
"Ga0164296_100476110_GEODES057","Ga0164296_10047611","Acidobacteria;Acidobacteriia;","hypothetical protein",9,38457.8021382316,"Acidobacteria"
"Ga0164296_10047687_GEODES057","Ga0164296_10047687","NO CLASSIFICATION MH","hypothetical protein",2,133094.984983703,"Unclassified"
"Ga0164296_10047705_GEODES057","Ga0164296_10047705","NO CLASSIFICATION MH","tRNA pseudouridine55 synthase",15,24635.3271299849,"Unclassified"
"Ga0164296_100477112_GEODES057","Ga0164296_10047711","Proteobacteria;Alphaproteobacteria;","hypothetical protein",12,7724.42969744338,"Proteobacteria"
"Ga0164296_10047753_GEODES057","Ga0164296_10047753","NO CLASSIFICATION MH","hypothetical protein",4,15108.2847747258,"Unclassified"
"Ga0164296_10047755_GEODES057","Ga0164296_10047755","NO CLASSIFICATION MH","TRAP-type C4-dicarboxylate transport system, substrate-binding protein",8,21722.1682275967,"Unclassified"
"Ga0164296_10047783_GEODES057","Ga0164296_10047783","NO CLASSIFICATION MH","Glycosyltransferase involved in cell wall bisynthesis",4,224115.450170116,"Unclassified"
"Ga0164296_10047817_GEODES057","Ga0164296_10047817","NO CLASSIFICATION MH","DNA-binding beta-propeller fold protein YncE",9,85815.7600233613,"Unclassified"
"Ga0164296_100478310_GEODES057","Ga0164296_10047831","NO CLASSIFICATION MH","O-succinylhomoserine sulfhydrylase",1,91327.450206079,"Unclassified"
"Ga0164296_10047889_GEODES057","Ga0164296_10047889","None","hypothetical protein",1,18253.523116252,"Unclassified"
"Ga0164296_100479011_GEODES057","Ga0164296_10047901","NO CLASSIFICATION MH","hypothetical protein",2,338655.140470706,"Unclassified"
"Ga0164296_10047909_GEODES057","Ga0164296_10047909","NO CLASSIFICATION MH","hypothetical protein",3,4698686.01021433,"Unclassified"
"Ga0164296_100479310_GEODES057","Ga0164296_10047931","NO CLASSIFICATION MH","MFS family permease/MFS family permease",6,29101.9371811033,"Unclassified"
"Ga0164296_100479811_GEODES057","Ga0164296_10047981","NO CLASSIFICATION MH","alpha-1,6-mannosyltransferase/alpha-1,6-mannosyltransferase",14,19724.2608553642,"Unclassified"
"Ga0164296_10048033_GEODES057","Ga0164296_10048033","NO CLASSIFICATION MH","signal peptidase II",4,13943.2442884671,"Unclassified"
"Ga0164296_10048037_GEODES057","Ga0164296_10048037","NO CLASSIFICATION MH","Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II",5,193847.353869392,"Unclassified"
"Ga0164296_10048046_GEODES057","Ga0164296_10048046","NO CLASSIFICATION MH","ATP-dependent Clp protease ATP-binding subunit ClpC",11,330402.758160275,"Unclassified"
"Ga0164296_100481013_GEODES057","Ga0164296_10048101","Bacteroidetes;","large subunit ribosomal protein L9",2,2105569.26854298,"Bacteroidetes"
"Ga0164296_100481016_GEODES057","Ga0164296_10048101","Bacteroidetes;","chaperonin GroEL",3,3149186.0165164,"Bacteroidetes"
"Ga0164296_10048108_GEODES057","Ga0164296_10048108","NO CLASSIFICATION MH","recombination protein RecA",3,1592508.49147229,"Unclassified"
"Ga0164296_10048196_GEODES057","Ga0164296_10048196","NO CLASSIFICATION MH","elongation factor Tu",3,19452127.2857237,"Unclassified"
"Ga0164296_100482011_GEODES057","Ga0164296_10048201","NO CLASSIFICATION MH","1,4-alpha-glucan branching enzyme",1,48161.8372349898,"Unclassified"
"Ga0164296_100482111_GEODES057","Ga0164296_10048211","Proteobacteria;Alphaproteobacteria;Rhizobiales;","hypothetical protein",6,27414.8769571426,"Proteobacteria"
"Ga0164296_10048316_GEODES057","Ga0164296_10048316","NO CLASSIFICATION MH","hypothetical protein",10,76252.0527109082,"Unclassified"
"Ga0164296_10048394_GEODES057","Ga0164296_10048394","NO CLASSIFICATION MH","GTP-binding protein LepA",2,202769.226212177,"Unclassified"
"Ga0164296_100484310_GEODES057","Ga0164296_10048431","NO CLASSIFICATION MH","LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator",1,25299.7343821907,"Unclassified"
"Ga0164296_10048454_GEODES057","Ga0164296_10048454","NO CLASSIFICATION MH","C-terminal domain of CHU protein family protein",2,77639.1947532359,"Unclassified"
"Ga0164296_10048478_GEODES057","Ga0164296_10048478","NO CLASSIFICATION MH","Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)",2,719413.013953806,"Unclassified"
"Ga0164296_10048517_GEODES057","Ga0164296_10048517","NO CLASSIFICATION MH","single-stranded-DNA-specific exonuclease",1,29308.0599713817,"Unclassified"
"Ga0164296_10048541_GEODES057","Ga0164296_10048541","","site-specific DNA-methyltransferase (adenine-specific)",10,48743.5348421659,NA
"Ga0164296_10048548_GEODES057","Ga0164296_10048548","NO CLASSIFICATION MH","Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase",7,70911.4446622312,"Unclassified"
"Ga0164296_100485510_GEODES057","Ga0164296_10048551","NO CLASSIFICATION MH","hypothetical protein",2,446091.735174798,"Unclassified"
"Ga0164296_100485511_GEODES057","Ga0164296_10048551","NO CLASSIFICATION MH","hypothetical protein",3,24536.1158199922,"Unclassified"
"Ga0164296_10048558_GEODES057","Ga0164296_10048558","NO CLASSIFICATION MH","Large terminase phage packaging protein/Phage terminase large subunit",4,333058.169671298,"Unclassified"
"Ga0164296_10048559_GEODES057","Ga0164296_10048559","None","hypothetical protein",3,215268.665287928,"Unclassified"
"Ga0164296_10048655_GEODES057","Ga0164296_10048655","NO CLASSIFICATION MH","Glycosyltransferase involved in cell wall bisynthesis",2,20982.3001269061,"Unclassified"
"Ga0164296_10048667_GEODES057","Ga0164296_10048667","NO CLASSIFICATION MH","protein KRI1",5,9727.33298698854,"Unclassified"
"Ga0164296_10048677_GEODES057","Ga0164296_10048677","NO CLASSIFICATION MH","Phosphoglycerate dehydrogenase",1,49048.0995205648,"Unclassified"
"Ga0164296_100487010_GEODES057","Ga0164296_10048701","NO CLASSIFICATION MH","starch synthase",3,141585.86509864,"Unclassified"
"Ga0164296_10048709_GEODES057","Ga0164296_10048709","None","hypothetical protein",2,74433.1290642433,"Unclassified"
"Ga0164296_10048728_GEODES057","Ga0164296_10048728","NO CLASSIFICATION MH","Outer membrane protein beta-barrel domain-containing protein",2,9907738.35161933,"Unclassified"
"Ga0164296_10048739_GEODES057","Ga0164296_10048739","NO CLASSIFICATION MH","1-acyl-sn-glycerol-3-phosphate acyltransferase",5,10024.3957772524,"Unclassified"
"Ga0164296_10048749_GEODES057","Ga0164296_10048749","NO CLASSIFICATION MH","glutaminyl-tRNA synthetase",4,809278.28279733,"Unclassified"
"Ga0164296_10048757_GEODES057","Ga0164296_10048757","NO CLASSIFICATION MH","Predicted oxidoreductase",1,215588.246964163,"Unclassified"
"Ga0164296_10048798_GEODES057","Ga0164296_10048798","NO CLASSIFICATION MH","Predicted deacylase",4,299108.592857919,"Unclassified"
"Ga0164296_10048805_GEODES057","Ga0164296_10048805","None","hypothetical protein",11,29641.8521231262,"Unclassified"
"Ga0164296_100488612_GEODES057","Ga0164296_10048861","NO CLASSIFICATION MH","Chromosome segregation ATPase/Chromosome segregation ATPase",9,175591.680842741,"Unclassified"
"Ga0164296_10048869_GEODES057","Ga0164296_10048869","NO CLASSIFICATION MH","pre-rRNA-processing protein TSR3",1,43634.5631096051,"Unclassified"
"Ga0164296_100488911_GEODES057","Ga0164296_10048891","NO CLASSIFICATION MH","exonuclease SbcC",21,154106.930853036,"Unclassified"
"Ga0164296_10048925_GEODES057","Ga0164296_10048925","NO CLASSIFICATION MH","Catechol-2,3-dioxygenase",13,31423.5866708357,"Unclassified"
"Ga0164296_10048926_GEODES057","Ga0164296_10048926","NO CLASSIFICATION MH","Tripartite-type tricarboxylate transporter, receptor component TctC",1,42281.2946791286,"Unclassified"
"Ga0164296_100489411_GEODES057","Ga0164296_10048941","NO CLASSIFICATION MH","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase",3,134595.809846971,"Unclassified"
"Ga0164296_100489514_GEODES057","Ga0164296_10048951","Actinobacteria;Actinobacteria;","Acyl-CoA reductase",1,26514.5623249329,"Actinobacteria"
"Ga0164296_10048971_GEODES057","Ga0164296_10048971","NO CLASSIFICATION MH","glutaminyl-tRNA synthetase",3,490485.509444728,"Unclassified"
"Ga0164296_10048979_GEODES057","Ga0164296_10048979","NO CLASSIFICATION MH","serine O-acetyltransferase",4,315530.645400645,"Unclassified"
"Ga0164296_100489916_GEODES057","Ga0164296_10048991","NO CLASSIFICATION MH","hypothetical protein",4,12926.3852908988,"Unclassified"
"Ga0164296_100489920_GEODES057","Ga0164296_10048992","NO CLASSIFICATION MH","hypothetical protein",11,28173.7960904333,"Unclassified"
"Ga0164296_100490211_GEODES057","Ga0164296_10049021","Proteobacteria;Alphaproteobacteria;Rhizobiales;","2-keto-3-deoxy-L-fuconate dehydrogenase",4,145528.208772452,"Proteobacteria"
"Ga0164296_10049031_GEODES057","Ga0164296_10049031","NO CLASSIFICATION MH","Collagen triple helix repeat-containing protein",4,74965.4957309418,"Unclassified"
"Ga0164296_100490411_GEODES057","Ga0164296_10049041","Proteobacteria;Betaproteobacteria;Burkholderiales;","biphenyl 2,3-dioxygenase ferredoxin subunit",2,334520.608907896,"Proteobacteria"
"Ga0164296_100490710_GEODES057","Ga0164296_10049071","NO CLASSIFICATION MH","DNA-binding transcriptional regulator LsrR, DeoR family",1,50097.4154626063,"Unclassified"
"Ga0164296_10049073_GEODES057","Ga0164296_10049073","NO CLASSIFICATION MH","Predicted ester cyclase",14,27543.4061217715,"Unclassified"
"Ga0164296_10049094_GEODES057","Ga0164296_10049094","NO CLASSIFICATION MH","3-hydroxybutyrate dehydrogenase",1,3169023.7128404,"Unclassified"
"Ga0164296_10049096_GEODES057","Ga0164296_10049096","NO CLASSIFICATION MH","hypothetical protein",4,356973.712306901,"Unclassified"
"Ga0164296_10049125_GEODES057","Ga0164296_10049125","NO CLASSIFICATION MH","hypothetical protein",15,105359.403065034,"Unclassified"
"Ga0164296_10049134_GEODES057","Ga0164296_10049134","NO CLASSIFICATION MH","ABC-2 type transport system permease protein",13,75697.1393320856,"Unclassified"
"Ga0164296_100492312_GEODES057","Ga0164296_10049231","NO CLASSIFICATION MH","hypothetical protein",10,255335.251815398,"Unclassified"
"Ga0164296_100492514_GEODES057","Ga0164296_10049251","Proteobacteria;Alphaproteobacteria;Rhizobiales;","Uncharacterized conserved protein, contains Zn-finger domain",1,109843.044166434,"Proteobacteria"
"Ga0164296_10049285_GEODES057","Ga0164296_10049285","NO CLASSIFICATION MH","poly(A) polymerase",5,13678.2152459753,"Unclassified"
"Ga0164296_10049287_GEODES057","Ga0164296_10049287","NO CLASSIFICATION MH","N6-L-threonylcarbamoyladenine synthase",23,40961.9241947844,"Unclassified"
"Ga0164296_10049402_GEODES057","Ga0164296_10049402","NO CLASSIFICATION MH","23S rRNA (adenine2030-N6)-methyltransferase",1,48492.2788967096,"Unclassified"
"Ga0164296_10049458_GEODES057","Ga0164296_10049458","NO CLASSIFICATION MH","exodeoxyribonuclease VIII",4,10370.5620979681,"Unclassified"
"Ga0164296_10049495_GEODES057","Ga0164296_10049495","NO CLASSIFICATION MH","cysteine desulfurase",4,1328479.65258297,"Unclassified"
"Ga0164296_10049499_GEODES057","Ga0164296_10049499","NO CLASSIFICATION MH","poly(3-hydroxybutyrate) depolymerase",4,1580752.26486373,"Unclassified"
"Ga0164296_10049556_GEODES057","Ga0164296_10049556","NO CLASSIFICATION MH","proliferating cell antigen",18,43747.0836093859,"Unclassified"
"Ga0164296_100495614_GEODES057","Ga0164296_10049561","Bacteroidetes;","tRNA G46 methylase TrmB",11,77821.3953728899,"Bacteroidetes"
"Ga0164296_10049627_GEODES057","Ga0164296_10049627","None","hypothetical protein",2,74787.8583338158,"Unclassified"
"Ga0164296_100496818_GEODES057","Ga0164296_10049681","NO CLASSIFICATION MH","hypothetical protein",5,359066.509323739,"Unclassified"
"Ga0164296_10049698_GEODES057","Ga0164296_10049698","None","hypothetical protein",2,23364.2940335431,"Unclassified"
"Ga0164296_10049707_GEODES057","Ga0164296_10049707","NO CLASSIFICATION MH","extracellular solute-binding protein, family 3",5,300950.139571543,"Unclassified"
"Ga0164296_100498114_GEODES057","Ga0164296_10049811","NO CLASSIFICATION MH","pyruvate kinase",5,295247.438937234,"Unclassified"
"Ga0164296_10049822_GEODES057","Ga0164296_10049822","NO CLASSIFICATION MH","arginine-tRNA-protein transferase",0,65344.5883461809,"Unclassified"
